Species_ID;
O_nasutus;'O. nasutus_AMNH206202_dorsal.JPG'
O_nasutus;'O. nasutus_AMNH206203_dorsal.JPG'
O_nasutus;'O. nasutus_AMNH206204_dorsal.JPG'
O_nasutus;'O. nasutus_FMNH29250_dorsal.JPG'
O_nasutus;'O. nasutus_FMNH29253_dorsal.JPG'
O_nasutus;'O. nasutus_JAO1009_dorsal.jpg'
O_nasutus;'O. nasutus_LMT277_dorsal.JPG'
O_nigrifrons;'O. nigrifons_MVZ116115_dorsal.JPG'
O_nigrifrons;'O. nigrifons_MVZ139526_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH140811_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH162839_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH162841_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH162843_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH162845_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH162847_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH162851_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH170685_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH22234_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH23316_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH23318_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH23319_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH23320_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH23322_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH23324_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH23325_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH23326_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH35251_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH46151_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH50985_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH50986_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH50987_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52476_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52623_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52624_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52625_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52626_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52627_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52628_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52630_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52631_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH52633_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH53136_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH53144_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH53145_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH53146_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH53147_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH53148_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH53149_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH53151_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH53152_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH74892_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH74893_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH74894_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH74895_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH74896_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH74898_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH74899_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH74900_dorsal.JPG'
O_paramensis;'O. paramensis_FMNH74901_dorsal.JPG'
O_paramensis;'O. paramensis_MVZ119947_dorsal.JPG'
O_delator;'O. quaestor_FMNH128320_dorsal.JPG'
O_delator;'O. quaestor_FMNH128321_dorsal.JPG'
O_delator;'O. quaestor_FMNH128322_dorsal.JPG'
O_delator;'O. quaestor_FMNH128323_dorsal.JPG'
O_delator;'O. quaestor_FMNH128324_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH23843_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH26586_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH26587_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH26595_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH26754_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH26757_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH34375_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH34377_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH34380_dorsal.JPG'
O_quaestor;'O. quaestor_FMNH35354_dorsal.JPG'
O_quaestor;'O. quaestor_JAO1019_dorsal.jpg'
O_quaestor;'O. quaestor_LMT293_dorsal.JPG'
O_quaestor;'O. quaestor_MISIONALISTYPE_dorsal.JPG'
O_quaestor;'O. quaestor_MVZ136927_dorsal.JPG'
O_quaestor;'O. quaestor_MVZ191465_dorsal.JPG'
O_quaestor;'O. quaestor_UFMG14_dorsal.JPG'
O_quaestor;'O. quaestor_USNM259577_dorsal.JPG'
O_quaestor;'O. quaestor_USNM259578_dorsal.JPG'
O_quaestor;'O. quaestor_USNM282160_dorsal.JPG'
O_quaestor;'O. quaestor_USNM462120_dorsal.JPG'
O_quaestor;'O. quaestor_USNM462121_dorsal.JPG'
O_quaestor;'O. quaestor_USNM462123_dorsal.JPG'
O_quaestor;'O. quaestor_USNM484400_dorsal.JPG'
O_quaestor;'O. quaestor_USNM484401_dorsal.JPG'
O_quaestor;'O. quaestor_USNM484402_dorsal.JPG'
O_quaestor;'O. quaestor_USNM484404_dorsal.JPG'
O_quaestor;'O. quaestor_USNM484405_dorsal.JPG'
O_rufus;'O. rufus_MVZ134242_dorsal.JPG'
O_rufus;'O. rufus_MVZ165832_dorsal.JPG'
O_rufus;'O. rufus_UFMG1025_dorsal.JPG'
O_rufus;'O. rufus_UFMG1028_dorsal.JPG'
O_rufus;'O. rufus_UFMG1032_dorsal.JPG'
O_rufus;'O. rufus_UFMG6237_dorsal.JPG'
O_rufus;'O. rufus_UFMG7010_dorsal.JPG'
J_huanchacae;508.JPG'
J_huanchacae;509.JPG'
J_huanchacae;510.JPG'
J_huanchacae;511.JPG'
J_huanchacae;512.JPG'
J_huanchacae;513.JPG'
J_huanchacae;514.JPG'
